,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,
Mimachlamys,Late Campanian,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys (Mimachlamys),"stationary, attached",epifaunal,0,9,4,1,0,1,0,1,7,0,7,0,0,0,1,2,0,1,1,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Minytropis,0,Mollusca,Gastropoda,0,Trichotropidae,Minytropis,"facultatively mobile, attached",epifaunal,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Yes
Mitonia,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Mitonia,fast-moving,nektonic,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Mitridomus,0,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Mitridomus,actively mobile,epifaunal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Mitrocaprina,0,Mollusca,Bivalvia,Hippuritida,Plagioptychidae,Mitrocaprina,"stationary, attached","intermediate-level epifaunal, gregarious",0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,No
Modiola,0,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,"stationary, attached, epibiont",semi-infaunal,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Yes
Modiolatus,0,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolatus,"stationary, attached",epifaunal,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Modiolus,Middle Cenomanian,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,"stationary, attached, epibiont",semi-infaunal,0,6,2,1,0,2,9,8,5,0,2,1,0,23,1,1,0,0,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,No
Moffitites,0,Mollusca,Cephalopoda,Ammonitida,Kossmaticeratidae,Moffitites,fast-moving,nektonic,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Mogharaeceras,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Mogharaeceras,fast-moving,nektonic,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Mojsisovicsia,0,Mollusca,Cephalopoda,Ammonitida,Brancoceratidae,Mojsisovicsia,fast-moving,nektonic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Monodonta,0,Mollusca,Gastropoda,0,Trochidae,Monodonta,actively mobile,epifaunal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Monopilarites,0,Mollusca,Bivalvia,Hippuritida,Radiolitidae,Monopilarites,"stationary, attached",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Monopleura,0,Mollusca,Bivalvia,Hippuritida,Monopleuridae,Monopleura,"stationary, attached","intermediate-level epifaunal, gregarious",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Monsalveiceras,0,Mollusca,Cephalopoda,Ammonitida,Ancyloceratidae,Monsalveiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Montanesiceras,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Montanesiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Moravisphinctes,0,Mollusca,Cephalopoda,Ammonitida,Ataxioceratidae,Moravisphinctes,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Morea,0,Mollusca,Gastropoda,Neogastropoda,Pholidotomidae,Morea,actively mobile,epifaunal,0,41,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Moremanoceras,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Moremanoceras,fast-moving,nektonic,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Morewites,0,Mollusca,Cephalopoda,Ammonitida,Nostoceratidae,Morewites,fast-moving,nektonic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Morrowites,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Morrowites,fast-moving,nektonic,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Mortoniceras,0,Mollusca,Cephalopoda,Ammonitida,Brancoceratidae,Mortoniceras (Mortoniceras),fast-moving,nektonic,0,0,5,1,0,0,1,133,0,0,0,0,0,0,1,4,0,0,4,2,118,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Mortoniceratoides,0,Mollusca,Cephalopoda,Ammonitida,Brancoceratidae,Mortoniceratoides,fast-moving,nektonic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Muellerriedia,0,Mollusca,Bivalvia,Hippuritida,Caprinuloideidae,Muellerriedia,"stationary, attached","intermediate-level epifaunal, gregarious",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Muensterella,0,Mollusca,Cephalopoda,Vampyromorpha,Muensterellidae,Muensterella,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Muniericeras,0,Mollusca,Cephalopoda,Ammonitida,Muniericeratidae,Muniericeras,fast-moving,nektonic,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Murchisonia,0,Mollusca,Gastropoda,Murchisoniina,Murchisoniidae,Murchisonia,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Myloceras,0,Mollusca,Cephalopoda,Ammonitida,Labeceratidae,Myloceras,fast-moving,nektonic,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Myobarbum,0,Mollusca,Gastropoda,Neogastropoda,Volutidae,Myobarbum,actively mobile,epifaunal,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Myopholas,0,Mollusca,Bivalvia,Pholadida,Ceratomyidae,Myopholas,facultatively mobile,deep infaunal,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Myophorella,0,Mollusca,Bivalvia,Trigoniida,Myophorellidae,Myophorella,facultatively mobile,infaunal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Myrtea,0,Mollusca,Bivalvia,Lucinida,Lucinidae,Myrtea,facultatively mobile,0,0,3,2,2,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Mytiloides,0,Mollusca,Bivalvia,Myalinida,Inoceramidae,Mytiloides,facultatively mobile,0,0,0,0,1,25,123,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Mytilon,0,Mollusca,Bivalvia,Mytilida,0,Mytilon,stationary,low-level epifaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Yes
Mytilus,0,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,"stationary, attached",epifaunal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Nannometoicoceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Nannometoicoceras,fast-moving,nektonic,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Nannovascoceras,0,Mollusca,Cephalopoda,Ammonitida,Vascoceratidae,Vascoceras,fast-moving,nektonic,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Nanogyra,0,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Nanogyra (Nanogyra),"stationary, attached",epifaunal,0,0,0,0,0,0,0,0,0,0,0,1,4,66,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Napulus,0,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,Napulus,actively mobile,epifaunal,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Naramoceras,0,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Naramoceras,fast-moving,nektonic,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Natica,0,Mollusca,Gastropoda,0,Naticidae,Natica,actively mobile,semi-infaunal,4,1,0,0,0,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,No
Nautilus,0,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,actively mobile,nektonic,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,No
Nayadina,Middle Cenomanian,Mollusca,Bivalvia,Ostreida,Malleidae,Nayadina,"stationary, attached, epibiont",epifaunal,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Ndumuiceras,0,Mollusca,Cephalopoda,Ammonitida,Anisoceratidae,Ndumuiceras,fast-moving,nektonic,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neancyloceras,0,Mollusca,Cephalopoda,Ammonitida,Diplomoceratidae,Neancyloceras,fast-moving,nektonic,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neilo,0,Mollusca,Bivalvia,Nuculanida,Malletiidae,Neilo,facultatively mobile,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Neithea,0,Mollusca,Bivalvia,Pectinida,Pectinidae,Neithea (Neithea),facultatively mobile,low-level epifaunal,1,75,38,3,1,6,51,47,28,5,5,4,0,0,4,12,5,12,5,11,11,2,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,No
Nelltia,0,Mollusca,Bivalvia,Cardiida,Tellinidae,Nelltia,facultatively mobile,infaunal,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Nemodon,Middle Campanian,Mollusca,Bivalvia,Arcida,Parallelodontidae,Nemodon,"facultatively mobile, attached",low-level epifaunal,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,No
Neoastieria,0,Mollusca,Cephalopoda,Ammonitida,Silesitidae,Neoastieria,fast-moving,nektonic,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neocaprina,Late Cenomanian,Mollusca,Bivalvia,Hippuritida,Caprinulidae,Neocaprina,"stationary, attached","intermediate-level epifaunal, gregarious",0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,No
Neocardioceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Neocardioceras,fast-moving,nektonic,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neochetoceras,0,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Neochetoceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neocomiceramus,0,Mollusca,Bivalvia,Myalinida,Inoceramidae,Neocomiceramus,facultatively mobile,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Neocomites,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Neocomites (Teschenites),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,14,106,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neocraspedites,0,Mollusca,Cephalopoda,Ammonitida,Polyptychitidae,Tollia (Neocraspedites),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neocrioceras,0,Mollusca,Cephalopoda,Ammonitida,Diplomoceratidae,Pseudoxybeloceras (Schlueterella),fast-moving,nektonic,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neodeshayesites,0,Mollusca,Cephalopoda,Ammonitida,Parahoplitidae,Neodeshayesites,fast-moving,nektonic,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neogastroplites,0,Mollusca,Cephalopoda,Ammonitida,Hoplitidae,Neogastroplites,fast-moving,nektonic,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neogauthiericeras,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Neogauthiericeras,fast-moving,nektonic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neograhamites,0,Mollusca,Cephalopoda,Ammonitida,Kossmaticeratidae,Neograhamites,fast-moving,nektonic,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neohibolites,0,Mollusca,Cephalopoda,0,Belemnopseidae,Neohibolites,fast-moving,nektonic,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neohoploceras,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Neohoploceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neokentroceras,0,Mollusca,Cephalopoda,Ammonitida,Brancoceratidae,Neokentroceras,fast-moving,nektonic,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neokimbleia,0,Mollusca,Bivalvia,Hippuritida,Caprinuloideidae,Neokimbleia,"stationary, attached","intermediate-level epifaunal, gregarious",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Neoleymeriella,Late Albian,Mollusca,Cephalopoda,Ammonitida,Leymeriellidae,Neoleymeriella,fast-moving,nektonic,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neolissoceras,0,Mollusca,Cephalopoda,Ammonitida,Haploceratidae,Neolissoceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,22,69,34,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neolobites,0,Mollusca,Cephalopoda,Ammonitida,Engonoceratidae,Neolobites,fast-moving,nektonic,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neophlycticeras,0,Mollusca,Cephalopoda,Ammonitida,Lyelliceratidae,Neophlycticeras (Neophlycticeras),fast-moving,nektonic,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neophylloceras,0,Mollusca,Cephalopoda,Phylloceratida,Phylloceratidae,Neophylloceras,actively mobile,nektonic,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Yes
Neoptychites,0,Mollusca,Cephalopoda,Ammonitida,Vascoceratidae,Neoptychites,fast-moving,nektonic,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Neopuzosia,0,Mollusca,Cephalopoda,Ammonoidea,0,Neopuzosia,fast-moving,nektonic,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Neostlingoceras,Middle Cenomanian,Mollusca,Cephalopoda,Ammonitida,Turrilitidae,Neostlingoceras,fast-moving,nektonic,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Nerinea,0,Mollusca,Gastropoda,0,Nerineidae,Nerinea,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Nerita,0,Mollusca,Gastropoda,0,Neritidae,Nerita,actively mobile,epifaunal,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Neritina,0,Mollusca,Gastropoda,0,Neritidae,Neritina,actively mobile,epifaunal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Neritopsis,0,Mollusca,Gastropoda,Neritoina,Neritopsidae,Neritopsis,actively mobile,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Neuquenella,0,Mollusca,Bivalvia,Trigoniida,Myophorellidae,Neuquenella,facultatively mobile,infaunal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Nicaisolopha,0,Mollusca,Bivalvia,Ostreida,Ostreidae,Nicaisolopha,"stationary, attached",epifaunal,0,9,7,5,7,4,0,0,0,0,0,0,0,0,12,2,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Niceforoceras,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Niceforoceras,fast-moving,nektonic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Nicklesia,0,Mollusca,Cephalopoda,Ammonitida,Pulchelliidae,Nicklesia,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Nigericeras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Nigericeras,fast-moving,nektonic,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
